,text,real,text_no_link
1042,"The US now has OVER 42,000 cases of Coronavirus! That's more than South Korea, Japan, Turky, Australia, Israel, Canada, Russia, UK & New Zeeland COMBINED! 12 days ago, there were 1000 cases in the US! Do the math! The numbers are going DOWN! NO ONE ELSE can do the job I'm doing!",0.0,"The US now has OVER 42,000 cases of Coronavirus! That's more than South Korea, Japan, Turky, Australia, Israel, Canada, Russia, UK & New Zeeland COMBINED! 12 days ago, there were 1000 cases in the US! Do the math! The numbers are going DOWN! NO ONE ELSE can do the job I'm doing!"
1043,Everyone I talk to seems nervous about this pandemmic. There is NO NEED to worry! That’s because I’m rich! VERY RICH! That means I can afford the BEST and SMARTIST doctors in the world! I have access to tests & treatments that you wouldn’t believe! America needs to remember that!,0.0,Everyone I talk to seems nervous about this pandemmic. There is NO NEED to worry! That’s because I’m rich! VERY RICH! That means I can afford the BEST and SMARTIST doctors in the world! I have access to tests & treatments that you wouldn’t believe! America needs to remember that!
1044,"Everyone says I need to maintane Social Distance. But EVERY time I’m alone in the bathroom, I see an old fat naked guy in the mirror who keeps watching ME! Very CREEPY! Very  SCARY! Dave - MY Secret Service Agent - says he'd like to make the guy go away, but CAN'T! I Hate Dave!",0.0,"Everyone says I need to maintane Social Distance. But EVERY time I’m alone in the bathroom, I see an old fat naked guy in the mirror who keeps watching ME! Very CREEPY! Very SCARY! Dave - MY Secret Service Agent - says he'd like to make the guy go away, but CAN'T! I Hate Dave!"
1045,"MY advisors say French Scientists are working on Coronavirus treetments! Once they have results, they'll publish it in a Prestigious French Medical Journal. But its written in FRENCH! How the hell will that help anybody?! Nobody speaks FRENCH! Why can't they write it in English?!",0.0,"MY advisors say French Scientists are working on Coronavirus treetments! Once they have results, they'll publish it in a Prestigious French Medical Journal. But its written in FRENCH! How the hell will that help anybody?! Nobody speaks FRENCH! Why can't they write it in English?!"
1046,MY US Treasuray Secretary Steven Munchin says that US Unemployment Rate will soon be 20%! Tremendous numbers! Higher then anyone thought possible! Obama's numbers were MUCH MUCH lower! Sad!,0.0,MY US Treasuray Secretary Steven Munchin says that US Unemployment Rate will soon be 20%! Tremendous numbers! Higher then anyone thought possible! Obama's numbers were MUCH MUCH lower! Sad!
1047,Hey Stormy… U up? You must of accidently blocked me. I was exposed to Coronavirus by the dumb Brazialian Guy. Melania left for New York because she doesn’t want to be around me… Wanna come over? I have about THREE DAYS until I get the fever and cough. Dont Forget the Magazines!,0.0,Hey Stormy… U up? You must of accidently blocked me. I was exposed to Coronavirus by the dumb Brazialian Guy. Melania left for New York because she doesn’t want to be around me… Wanna come over? I have about THREE DAYS until I get the fever and cough. Dont Forget the Magazines!
1048,It wasn't MY falt I gave a speech last night that was very confusing! It was my speech writers falt!! Blame THEM for the stock market crashing! They wrote it! I had NOTHING TO DO with the speech! My writers used words that were VERY HARD to pronounce! But I did it! I was perfect!,0.0,It wasn't MY falt I gave a speech last night that was very confusing! It was my speech writers falt!! Blame THEM for the stock market crashing! They wrote it! I had NOTHING TO DO with the speech! My writers used words that were VERY HARD to pronounce! But I did it! I was perfect!
1049,MY response to Caronavirus is PERFECT! Their are now over 1000 cases of Caronavirus in the United States! In all 36 states! Biggest numbers yet! And growing every day! Obama NEVER had numbers like these! Your welcome!,0.0,MY response to Caronavirus is PERFECT! Their are now over 1000 cases of Caronavirus in the United States! In all 36 states! Biggest numbers yet! And growing every day! Obama NEVER had numbers like these! Your welcome!
1050,"VERY ANGRY! EVERY time I meet with the CDC director or other so-called ""experts"", they tell ME that I should stop touching my face because of the Cornoravirus! But I'm NOT touching my FACE!! I'm touching the INSIDE of my nose!! NEVER the OUTSIDE of my nose!! Idiots! #cornoravirus",0.0,"VERY ANGRY! EVERY time I meet with the CDC director or other so-called ""experts"", they tell ME that I should stop touching my face because of the Cornoravirus! But I'm NOT touching my FACE!! I'm touching the INSIDE of my nose!! NEVER the OUTSIDE of my nose!! Idiots! #cornoravirus"
1051,"I had to go to a National Instatute of Health Coronavirus Briefing. Soooo Boring!! But they did show pictures!! Pictures of Bats and Camels and Doctors and Viruses and Maps! Scary!!! I didn't listen because I KNOW MORE about virises than anyone!! My Uncle went to MIT!!
 #Covid_19",0.0,I had to go to a National Instatute of Health Coronavirus Briefing. Soooo Boring!! But they did show pictures!! Pictures of Bats and Camels and Doctors and Viruses and Maps! Scary!!! I didn't listen because I KNOW MORE about virises than anyone!! My Uncle went to MIT!! #Covid_19
1052,"MY response to the Caronavirus has been PERFECT! Unlike Loser scientists, I'm NOT AFRAID to share real facts AND made-up facts! And MY made-up Caronavirus facts include things that NO ONE ever thought possible! #CoronaOutbreak",0.0,"MY response to the Caronavirus has been PERFECT! Unlike Loser scientists, I'm NOT AFRAID to share real facts AND made-up facts! And MY made-up Caronavirus facts include things that NO ONE ever thought possible! #CoronaOutbreak"
1053,Great News!!! Just got out of a Classified breifing! Russia is ALREADY interfering in the 2020 presidential election to reelect ME!! Thank you Putin!!  You are the best!!,0.0,Great News!!! Just got out of a Classified breifing! Russia is ALREADY interfering in the 2020 presidential election to reelect ME!! Thank you Putin!! You are the best!!
1054,UNBELIEVEABLE! Last night My Secret Service Agent Dave left my bedroom window open!! And it was windy outside! All the wind blew inside! Now I'm pretty sure I have cancer! I HATE Dave!!  #WednesdayThoughts,0.0,UNBELIEVEABLE! Last night My Secret Service Agent Dave left my bedroom window open!! And it was windy outside! All the wind blew inside! Now I'm pretty sure I have cancer! I HATE Dave!! #WednesdayThoughts
1055,Today is Presendents Day! It's MY day! It's for ME! Everyone HAS TO be nice to ME today! I want presents too! And Cake! Chocolate Cake!!! #PresidentsDay #Mondaythoughts,0.0,Today is Presendents Day! It's MY day! It's for ME! Everyone HAS TO be nice to ME today! I want presents too! And Cake! Chocolate Cake!!! #PresidentsDay #Mondaythoughts
1056,The Senate voted me NOT GUILTY! Yay! Thanks to my Republacan Senators (except Senator Romney) for helping ME cover up MY crimes! Best trial ever! No witnesses allowed! No facts allowed! Best cover-up EVER!!,0.0,The Senate voted me NOT GUILTY! Yay! Thanks to my Republacan Senators (except Senator Romney) for helping ME cover up MY crimes! Best trial ever! No witnesses allowed! No facts allowed! Best cover-up EVER!!
1057,"Very angry! Despite My muslim ban, a Chinese coronavirus managed to board a flight in China and traveled to FOUR US states! California, Washington, Illinoise, and Ontario! This virus would have NEVER entered the US if MY boarder wall was built! Sad! #SundayThoughts #SundayMorning",0.0,"Very angry! Despite My muslim ban, a Chinese coronavirus managed to board a flight in China and traveled to FOUR US states! California, Washington, Illinoise, and Ontario! This virus would have NEVER entered the US if MY boarder wall was built! Sad! #SundayThoughts #SundayMorning"
1058,"Thanks to ME, Service Animals like cats will NO LONGER be permitted to fly in the cabin on planes! What if the cat was sucked into the Engine? It would be TERRIBLE for the plane and probably bad for the cat. Don't worry - dogs are still allowed.",0.0,"Thanks to ME, Service Animals like cats will NO LONGER be permitted to fly in the cabin on planes! What if the cat was sucked into the Engine? It would be TERRIBLE for the plane and probably bad for the cat. Don't worry - dogs are still allowed."
1059,"VERY ANGRY!! I'm in Davos, Switzerland. Staying at a 5-star hotel. I rented 5 movies. Every movie was IN GERMAN! EVERY SCENE!! German! How the hell am I supposed to watch Porn when all they do is yell and scream in German?! What are they saying?! HOURS WASTED! #WednesdayThoughts",0.0,"VERY ANGRY!! I'm in Davos, Switzerland. Staying at a 5-star hotel. I rented 5 movies. Every movie was IN GERMAN! EVERY SCENE!! German! How the hell am I supposed to watch Porn when all they do is yell and scream in German?! What are they saying?! HOURS WASTED! #WednesdayThoughts"
1060,FACTS and EVIDENCE SHOULD NOT BE ALLOWED AT MY TRIAL!!! The ONLY reason that Dems want to use facts and evidence is because the facts prove I'm guilty! AND THATS TOTALY UNFAIR for ME! #ImpeachmentTrial #GOPCoverup,0.0,FACTS and EVIDENCE SHOULD NOT BE ALLOWED AT MY TRIAL!!! The ONLY reason that Dems want to use facts and evidence is because the facts prove I'm guilty! AND THATS TOTALY UNFAIR for ME! #ImpeachmentTrial #GOPCoverup
1061,"On the way to Texas! BEFORE I was president, when ""Obama"" was president - NOBODY knew where Texas was- especialy the people who lived there. But thanks to ME, your favorite president, TEXAS is now the Biggest State!! And it's on ALL THE MAPS!! Your Welcome!",0.0,"On the way to Texas! BEFORE I was president, when ""Obama"" was president - NOBODY knew where Texas was- especialy the people who lived there. But thanks to ME, your favorite president, TEXAS is now the Biggest State!! And it's on ALL THE MAPS!! Your Welcome!"
1062,VERY Happy to anounce that the FAMOUS defense attorney Alan Dershowitz will defend ME at MY impeachment! Dershowitz defended murderers like OJ Simpson and sex offenders like Jeffrey Epstein! He ONLY defends the WORST scum on this planet! He's the perfect person to defend ME!,0.0,VERY Happy to anounce that the FAMOUS defense attorney Alan Dershowitz will defend ME at MY impeachment! Dershowitz defended murderers like OJ Simpson and sex offenders like Jeffrey Epstein! He ONLY defends the WORST scum on this planet! He's the perfect person to defend ME!
1063,Stormy? U up? Call me! Melanies out of town with her son baron! Tried to call u but u accidently blocked Me!,0.0,Stormy? U up? Call me! Melanies out of town with her son baron! Tried to call u but u accidently blocked Me!
1064,OMG! OMG! OMG! I LOVE ADDERALL! It makes me alert! And SMART! And Tall! And Smart! I love it! I haven't slept in THREE days! Just now I swallowed ANOTHER 10 pills! My doctor says i should stop because it causes ME confusion & diarreeah. But that's OK! Because today is WEDNESDAY!,0.0,OMG! OMG! OMG! I LOVE ADDERALL! It makes me alert! And SMART! And Tall! And Smart! I love it! I haven't slept in THREE days! Just now I swallowed ANOTHER 10 pills! My doctor says i should stop because it causes ME confusion & diarreeah. But that's OK! Because today is WEDNESDAY!
1065,"Unbelievible! Iran's Prime Minister Javad Zarif @JZarif is using TWITTER to communicatate with ME, Americans & the world! How can ANYONE use Twitter to conduct diplomacy? War Crime? Whats wrong with Iran? Don't they know that Twitter has a 280 character limit? Thats not enough to",0.0,"Unbelievible! Iran's Prime Minister Javad Zarif @JZarif is using TWITTER to communicatate with ME, Americans & the world! How can ANYONE use Twitter to conduct diplomacy? War Crime? Whats wrong with Iran? Don't they know that Twitter has a 280 character limit? Thats not enough to"
1066,"Today's a total dissaster! I KNOW that Dave- MY Secret Service Agent- has been stealing from ME! And the head of the Secret Service is REFUSING to investigate Dave! Today I ordered a box of Captain Crunch (WITH the crunch berrys), & there was NO TOY IN THE BOX! NONE! I hate Dave!",0.0,"Today's a total dissaster! I KNOW that Dave- MY Secret Service Agent- has been stealing from ME! And the head of the Secret Service is REFUSING to investigate Dave! Today I ordered a box of Captain Crunch (WITH the crunch berrys), & there was NO TOY IN THE BOX! NONE! I hate Dave!"
1067,Today I snuck into Mellania's bedroom to search through her things. I found the Christmas present she got for ME! Wrapped beautifuly with ribbons! Took me 10 minutes to open it. She got me a neck tie! A fucking neck tie! I ALREADY HAVE ONE!! She is such a Bitch! #SundayThoughts,0.0,Today I snuck into Mellania's bedroom to search through her things. I found the Christmas present she got for ME! Wrapped beautifuly with ribbons! Took me 10 minutes to open it. She got me a neck tie! A fucking neck tie! I ALREADY HAVE ONE!! She is such a Bitch! #SundayThoughts
1068,Fox News is LIEING! When I had sex with Stormy Daniels -  when MY wife Melannia was pregnant with her son- I did NOT wear a condom! I NEVER wear condoms! Ask ANY woman who's ever worked for me! Condoms DON'T WORK! Because they make them too Big! Very bad design! #SaturdayThoughts,0.0,Fox News is LIEING! When I had sex with Stormy Daniels - when MY wife Melannia was pregnant with her son- I did NOT wear a condom! I NEVER wear condoms! Ask ANY woman who's ever worked for me! Condoms DON'T WORK! Because they make them too Big! Very bad design! #SaturdayThoughts
1069,Billy Graham's evangelical publication Christianity Today is calling for my removal from office! They say I'm profoundly immoral & Confused! Unbelevable! Whats there god damn problem? I- and NO one else-am the CHOSEN ONE! And as president I can BAN their religion ANY TIME I WANT!,0.0,Billy Graham's evangelical publication Christianity Today is calling for my removal from office! They say I'm profoundly immoral & Confused! Unbelevable! Whats there god damn problem? I- and NO one else-am the CHOSEN ONE! And as president I can BAN their religion ANY TIME I WANT!
1070,No! No! No! No! No! Nooooo!! Not fare! Not fair! Not fair! NOT FAIR!!!I don’t want to be impeeched!!!!!!,0.0,No! No! No! No! No! Nooooo!! Not fare! Not fair! Not fair! NOT FAIR!!!I don’t want to be impeeched!!!!!!
1071,"Very Angry! Despite MY warnings, just found out the United Kingdom is celabrating Christmas! WRONG! Christmas is an AMERICAN holiday! AMERICANS are the ones who invented Christmas! And Santa! And Baby Jesus! NOT THE UK!! THIS is why we fought the British in WWII! #TuesdayThoughts",0.0,"Very Angry! Despite MY warnings, just found out the United Kingdom is celabrating Christmas! WRONG! Christmas is an AMERICAN holiday! AMERICANS are the ones who invented Christmas! And Santa! And Baby Jesus! NOT THE UK!! THIS is why we fought the British in WWII! #TuesdayThoughts"
1072,"Its almost the year 2020! I became president in 2017! So in just a few weaks, I'll have been president for FIVE YEARS!! That's Longer then ANY other president (except Obama).  But he DOESNT count since I PROVED he was born in Hawaii! NOT the USA!) #mondaythoughts",0.0,"Its almost the year 2020! I became president in 2017! So in just a few weaks, I'll have been president for FIVE YEARS!! That's Longer then ANY other president (except Obama). But he DOESNT count since I PROVED he was born in Hawaii! NOT the USA!) #mondaythoughts"
1073,"They told ME if I'm good, I get to go to the Childrens Reception! TODAY! At 12:30! In the Blue Room! In the White House!! There going to have games! And Balloons! And Cake! The BEST CAKE! Choclit!!! 
#SundayMorning #SundayThoughts",0.0,"They told ME if I'm good, I get to go to the Childrens Reception! TODAY! At 12:30! In the Blue Room! In the White House!! There going to have games! And Balloons! And Cake! The BEST CAKE! Choclit!!! #SundayMorning #SundayThoughts"
1074,I here that people are MOCKING ME and calling ME Toilet Trump! Not fair! I know more about toilets then anyone! Most of the time - when I have to pee or poop in the White house - I use a bathroom! ALL BY MYSELF! Why won't fake news report that?!! #SaturdayThoughts #ToiletTrump,0.0,I here that people are MOCKING ME and calling ME Toilet Trump! Not fair! I know more about toilets then anyone! Most of the time - when I have to pee or poop in the White house - I use a bathroom! ALL BY MYSELF! Why won't fake news report that?!! #SaturdayThoughts #ToiletTrump
1075,Canadien Prime Minister Justin Trudeau laughed at ME! ME!! He CAN'T DO THAT! Why do Canadiens laugh at ME?! VERY disloyal! Treason? FBI should investigate! #ThursdayThoughts,0.0,Canadien Prime Minister Justin Trudeau laughed at ME! ME!! He CAN'T DO THAT! Why do Canadiens laugh at ME?! VERY disloyal! Treason? FBI should investigate! #ThursdayThoughts
1076,"I hate geting ready in the morning! EVERY night, someone who is VERY disloyal to me sneaks into my closet and somehow makes my pants shrink! ALL MY PANTS ARE TOO TIGHT! Then Dave - MY Secret Service Agent- won't do ANYTHING to stop it from happening! I hate Dave! #TuesdayThoughts",0.0,"I hate geting ready in the morning! EVERY night, someone who is VERY disloyal to me sneaks into my closet and somehow makes my pants shrink! ALL MY PANTS ARE TOO TIGHT! Then Dave - MY Secret Service Agent- won't do ANYTHING to stop it from happening! I hate Dave! #TuesdayThoughts"
1077,I have been watching people making phone calls my entire life. Using a phone is easy! You put one end of the phone in your ear -and stick the other end of the phone in your mouth! Its EASY! You hit the numbers and if you do it right - IT BEEPS! Try IT!,0.0,I have been watching people making phone calls my entire life. Using a phone is easy! You put one end of the phone in your ear -and stick the other end of the phone in your mouth! Its EASY! You hit the numbers and if you do it right - IT BEEPS! Try IT!
1078,"""I WANT NOTHING"".  My speach writer wrote that! Just for ME! On paper! With a SHARPIE! A Very expensive BLACK sharpie! It must be true! Because he wrote it!",0.0,"""I WANT NOTHING"". My speach writer wrote that! Just for ME! On paper! With a SHARPIE! A Very expensive BLACK sharpie! It must be true! Because he wrote it!"
1079,"Fake News is now questionning MY physical and mental health! My health is perfect! And I'm STABLE!! When I was rushed to Walter Reed Hospital on Saturday, it was for one of my ROUTINE medical procedures! The team of doctors was able to remove the crayon in LESS THAN AN HOUR!!",0.0,"Fake News is now questionning MY physical and mental health! My health is perfect! And I'm STABLE!! When I was rushed to Walter Reed Hospital on Saturday, it was for one of my ROUTINE medical procedures! The team of doctors was able to remove the crayon in LESS THAN AN HOUR!!"
1080,"I'm not an idiote! When I bribed the President of Ukraine to interfere with the US elections, I NEVER used MY money for my bribe! I bribed him with $400 Million in US TAX PAYERS money! It was perfect! Read the transcript! #FridayThoughts",0.0,"I'm not an idiote! When I bribed the President of Ukraine to interfere with the US elections, I NEVER used MY money for my bribe! I bribed him with $400 Million in US TAX PAYERS money! It was perfect! Read the transcript! #FridayThoughts"
1081,"Totally NOT FARE that Shifty Schiff is only calling witnesses who know the Facts about MY crimes! Why won't Schiff call witnesses who know Nothing about MY crimes?! 
WHICH-HUNT! #ThursdayThoughts",0.0,Totally NOT FARE that Shifty Schiff is only calling witnesses who know the Facts about MY crimes! Why won't Schiff call witnesses who know Nothing about MY crimes?! WHICH-HUNT! #ThursdayThoughts
1082,Just found some M&Ms candys! I LOVE M&Ms! I ate them All! Yummy! Over 50 of them! ALL RED! I found them! In my bathroom! BEHIND MY MIRROR! In a small plastic thingie! Had MY Name on it! DONALD! ..feeling dizzy.. I think I beter lye wtq dj-s  sd./7cvbfgj s  fffffffffffffffffffffff,0.0,Just found some M&Ms candys! I LOVE M&Ms! I ate them All! Yummy! Over 50 of them! ALL RED! I found them! In my bathroom! BEHIND MY MIRROR! In a small plastic thingie! Had MY Name on it! DONALD! ..feeling dizzy.. I think I beter lye wtq dj-s sd./7cvbfgj s fffffffffffffffffffffff
1083,"I just oficially withdrew the US from the Paris Climate Agreement. Nobody even knew what was in it! 25 pages long!! With words on EVERY page! Too many words to read! And why name it after Paris Hilton? Makes NO sense! She's HOT, but totally clueless about controlling the weather!",0.0,"I just oficially withdrew the US from the Paris Climate Agreement. Nobody even knew what was in it! 25 pages long!! With words on EVERY page! Too many words to read! And why name it after Paris Hilton? Makes NO sense! She's HOT, but totally clueless about controlling the weather!"
1084,"Winds in California causeing HUGE fires! Lazy Californians do a terrible job of Wind Management! They do NOTHING to stop the wind! (which causes cancer btw). Now fires are spreading to other states like Texas & Vermont! If I was President, this would NEVER happen! #SundayThoughts",0.0,"Winds in California causeing HUGE fires! Lazy Californians do a terrible job of Wind Management! They do NOTHING to stop the wind! (which causes cancer btw). Now fires are spreading to other states like Texas & Vermont! If I was President, this would NEVER happen! #SundayThoughts"
1085,Congress is impeaching ME?! NOT FARE! Its a Lynching! I'm the ONLY white president to be impeached! Why ME? Why not impeach President Reagan or President Underwood? They committed crimes too! President Underwood even killed someone! I've NEVER done that while in office! #Lynching,0.0,Congress is impeaching ME?! NOT FARE! Its a Lynching! I'm the ONLY white president to be impeached! Why ME? Why not impeach President Reagan or President Underwood? They committed crimes too! President Underwood even killed someone! I've NEVER done that while in office! #Lynching
1086,My National Secruity Advisors say that terrorist cells around the world from Nigeria to Lybia are celebrating my withdrawal from Syria. I told these so-called experts that terrorists CAN'T celebrate! I defeated all of them! I DID IT! It was ME! There ALL GONE! #MondayThoughts,0.0,My National Secruity Advisors say that terrorist cells around the world from Nigeria to Lybia are celebrating my withdrawal from Syria. I told these so-called experts that terrorists CAN'T celebrate! I defeated all of them! I DID IT! It was ME! There ALL GONE! #MondayThoughts
1087,"Thanks to ME - numbers are way down! While other numbers are the HIGHEST they've EVER BEEN! Like 31,759! But Dems say numbers are way up (WRONG!), while other numbers are the lowest ever! LIES!! If ANYONE tweets about numbers - there LIEING! AND MENTALY UN-STABEL! #FridayThoughts",0.0,"Thanks to ME - numbers are way down! While other numbers are the HIGHEST they've EVER BEEN! Like 31,759! But Dems say numbers are way up (WRONG!), while other numbers are the lowest ever! LIES!! If ANYONE tweets about numbers - there LIEING! AND MENTALY UN-STABEL! #FridayThoughts"
1088,OMG! My G7 summit will be held at MY Trump Doral Golf Resort! World leeders will HAVE TO stay at MY resort! I'll make $50 MILLION! Ivanka says this will be the 1st time that a Trump business makes a profit! (As long as I don't use the money to kill the bedbugs.) #EmolumentsClause,0.0,OMG! My G7 summit will be held at MY Trump Doral Golf Resort! World leeders will HAVE TO stay at MY resort! I'll make $50 MILLION! Ivanka says this will be the 1st time that a Trump business makes a profit! (As long as I don't use the money to kill the bedbugs.) #EmolumentsClause
1089,Lies! Kampala Harris says my crimes are committed in plane site! She’s lying! My crimes are ALWAYS hidden! ALWAYS!! #DemocraticDebate,0.0,Lies! Kampala Harris says my crimes are committed in plane site! She’s lying! My crimes are ALWAYS hidden! ALWAYS!! #DemocraticDebate
1090,"So what if I let 10,000 ISIS prisoners escape in Syria?  Prisoners DON’T HAVE WEAPONS, so they CAN'T attack us!! And when they do attack us, I'll put STRONG economic sanctions on them! Will cost each ISIS fighter MILLIONS! Loser Obama never tryed sanctions! #TuesdayThoughts",0.0,"So what if I let 10,000 ISIS prisoners escape in Syria? Prisoners DON’T HAVE WEAPONS, so they CAN'T attack us!! And when they do attack us, I'll put STRONG economic sanctions on them! Will cost each ISIS fighter MILLIONS! Loser Obama never tryed sanctions! #TuesdayThoughts"
1091,"EVERY time MY motercade goes anywhere, I see Hundreds of Democrat protestors. Yelling at ME! Sad! But MANY of these protestors are MILFs! Very attractive! Very Hot! Why don't Republicans have Any MILFs?? I asked Melania. She didn't know. She just stared at me... 
#MondayThoughts",0.0,"EVERY time MY motercade goes anywhere, I see Hundreds of Democrat protestors. Yelling at ME! Sad! But MANY of these protestors are MILFs! Very attractive! Very Hot! Why don't Republicans have Any MILFs?? I asked Melania. She didn't know. She just stared at me... #MondayThoughts"
1092,"My Generals keep interupting ME to tell me American Special Forces are currently coming under AN INTENSE artillery attack by allies in Syria! AS SOON AS I finish playing golf, I'll find out more. So far I'm 47 over par! Best Game EVER! Going to hole 3 now...
#SundayThoughts",0.0,"My Generals keep interupting ME to tell me American Special Forces are currently coming under AN INTENSE artillery attack by allies in Syria! AS SOON AS I finish playing golf, I'll find out more. So far I'm 47 over par! Best Game EVER! Going to hole 3 now... #SundayThoughts"
1093,Just left a meeting with MY lawyers! I wore a red tie! They said when this new evidence comes out --- I'll be impeached! Something about mental instability! NO!!! I CAN'T be impeached! I should be Worshipped! I'm the CHOSEN one!! The King of Kings! I;M STABLE!!! #SaturdayThoughts,0.0,Just left a meeting with MY lawyers! I wore a red tie! They said when this new evidence comes out --- I'll be impeached! Something about mental instability! NO!!! I CAN'T be impeached! I should be Worshipped! I'm the CHOSEN one!! The King of Kings! I;M STABLE!!! #SaturdayThoughts
1094,"IM VERY ANGRY!! VERY!! Just found out I DIDN'T win the Nobel Peace Prize! I WANTED IT! This is Bullshit!! They better change there minds and make ME the winner! Don't they know I've got 10,000 Nuclear Missiles! And unlike Lazy Obama, I'm not afraid to use them! #FridayThoughts",0.0,"IM VERY ANGRY!! VERY!! Just found out I DIDN'T win the Nobel Peace Prize! I WANTED IT! This is Bullshit!! They better change there minds and make ME the winner! Don't they know I've got 10,000 Nuclear Missiles! And unlike Lazy Obama, I'm not afraid to use them! #FridayThoughts"
1095,"WHY should I help the Kurds? Kurds didn't help us in World War II! Kurds DIDN'T help us with Normandy! ALL our European allies - England, Canada, Japan, Germany - helped us tremondously at Normandy! They even met Americans at the beaches! WHERE WERE THE KURDS?! #ThursdayThoughts",0.0,"WHY should I help the Kurds? Kurds didn't help us in World War II! Kurds DIDN'T help us with Normandy! ALL our European allies - England, Canada, Japan, Germany - helped us tremondously at Normandy! They even met Americans at the beaches! WHERE WERE THE KURDS?! #ThursdayThoughts"
1096,GREAT NEWS! Only 25% of Republicans want to Impeech ME! I did the math...That means the remaining 87% of Republicans DON'T want me impeeched! Its NO SURPRISE that 25% of Low-IQ Trump voters want me impeeched! Everyone knows these idiots are extreamly stupid!,0.0,GREAT NEWS! Only 25% of Republicans want to Impeech ME! I did the math...That means the remaining 87% of Republicans DON'T want me impeeched! Its NO SURPRISE that 25% of Low-IQ Trump voters want me impeeched! Everyone knows these idiots are extreamly stupid!
1097,"Turkey was WARNED! In my last call to Turkish president Erdogan, I asked him to investagate Joe Biden! The lazy Turks DIDN'T DO IT! So now I'm ordering ALL US troops out of Northern Syria! Turkey can fight terrorists, ISIS, the Kurds, and Norway ALL BY ITSELF! #MondayThoughts",0.0,"Turkey was WARNED! In my last call to Turkish president Erdogan, I asked him to investagate Joe Biden! The lazy Turks DIDN'T DO IT! So now I'm ordering ALL US troops out of Northern Syria! Turkey can fight terrorists, ISIS, the Kurds, and Norway ALL BY ITSELF! #MondayThoughts"
1098,Why won't the Corupt Fake News blame Low IQ Rick Perry for my crimes?! Its NOT MY FAULT that I bribed Ukraine to interfere with the 2020 US election! Dumb as a rock Rick Perry made me do it! Rick Perry says stuff and keeps outsmarting me! Treason! #SundayMorning #PerryMadeMeDoIt,0.0,Why won't the Corupt Fake News blame Low IQ Rick Perry for my crimes?! Its NOT MY FAULT that I bribed Ukraine to interfere with the 2020 US election! Dumb as a rock Rick Perry made me do it! Rick Perry says stuff and keeps outsmarting me! Treason! #SundayMorning #PerryMadeMeDoIt
1099,My so-called general says I CAN’T get MY moot full of alligators to stop immigrants! Thats Bullshit! Armys have used Moots around castles & borders for Millions of years!! JUST ASK FINLAND! And MY army doesn’t use alligators?! OMG! The commander in chief of MY Army is an Idiote!,0.0,My so-called general says I CAN’T get MY moot full of alligators to stop immigrants! Thats Bullshit! Armys have used Moots around castles & borders for Millions of years!! JUST ASK FINLAND! And MY army doesn’t use alligators?! OMG! The commander in chief of MY Army is an Idiote!
1100,"No Body told me this, but I KNOW who the whistleblower is!! I figured it out - ALL BY MYSELF! Is the whistleblower MY Secret Service Agent Dave?? Dave follows ME around all the time!! Staulking? AND Dave has witnessed many of MY crimes! Arrest for Treason??? #MondayThoughts",0.0,"No Body told me this, but I KNOW who the whistleblower is!! I figured it out - ALL BY MYSELF! Is the whistleblower MY Secret Service Agent Dave?? Dave follows ME around all the time!! Staulking? AND Dave has witnessed many of MY crimes! Arrest for Treason??? #MondayThoughts"
1101,"FakeNews says I spelled the word ""Liddle"" wrong! Im a stable Genous! So I KNOW I didn't spell it wrong! Thats how you spell LIDDLE! Like when I say ""Im a Liddle Tee Cup!"" (I say that phrase everyday!) And LIDDLE is spelled WITH a hyphen! If you take out the hyphen, your an idiot!",0.0,"FakeNews says I spelled the word ""Liddle"" wrong! Im a stable Genous! So I KNOW I didn't spell it wrong! Thats how you spell LIDDLE! Like when I say ""Im a Liddle Tee Cup!"" (I say that phrase everyday!) And LIDDLE is spelled WITH a hyphen! If you take out the hyphen, your an idiot!"
1102,"Just found out Ukraine recorded conversations of ME bribing Ukrainien President Zelensky! Ukraine, if your listening, do ME a favor! DON'T release the tapes!! We can work out a GREAT deal! Money! Missiles! I can even send US troops to fight for you! Just DON'T release the tapes!!",0.0,"Just found out Ukraine recorded conversations of ME bribing Ukrainien President Zelensky! Ukraine, if your listening, do ME a favor! DON'T release the tapes!! We can work out a GREAT deal! Money! Missiles! I can even send US troops to fight for you! Just DON'T release the tapes!!"
1103,"I hurt my knee! Thats OK. Because I found some pain medication! Over 300 pills! In a brown bag! But Sometimes the pills make ME lose my concentration! I like ducks! Especially the round ones with feathers! BTW...Where is Idaho? Does ANYBODY know??? 
#SundayThoughts #SundayMorning",0.0,I hurt my knee! Thats OK. Because I found some pain medication! Over 300 pills! In a brown bag! But Sometimes the pills make ME lose my concentration! I like ducks! Especially the round ones with feathers! BTW...Where is Idaho? Does ANYBODY know??? #SundayThoughts #SundayMorning
1104,"Because of ME - your favorite president - and MY Adminnistration, drug prices are down for the first time in almost 50 years! Meth, cocaine, heroin - even LSD! These drugs have never been more affordable! Your welcome! #MAGA",0.0,"Because of ME - your favorite president - and MY Adminnistration, drug prices are down for the first time in almost 50 years! Meth, cocaine, heroin - even LSD! These drugs have never been more affordable! Your welcome! #MAGA"
