,text,real,text_no_link
1202,"WOW! I just made the Greatest deel EVER! Greenland! A Nigerian Prince sent me an e-mail! He said he owned Greenland! Because his dad was a Dutch King! HE SOLD ME GREENLAND for $700 Million dollars! At first he wanted $1 Billion dollars, but he gave ME 50% off since I payed CASH!!",0.0,"WOW! I just made the Greatest deel EVER! Greenland! A Nigerian Prince sent me an e-mail! He said he owned Greenland! Because his dad was a Dutch King! HE SOLD ME GREENLAND for $700 Million dollars! At first he wanted $1 Billion dollars, but he gave ME 50% off since I payed CASH!!"
1203,I spent last night Alone! Just ME! No one else! In my bathroom... Next to MY mirror! So Handsome! So beautifull! Didn't sleep! I talked to Myself! I Learned MANY secrets! Secrets I never knew! Secrets - that if shared - would SHOCK Everyone! Especially Mormons... #SundayThoughts,0.0,I spent last night Alone! Just ME! No one else! In my bathroom... Next to MY mirror! So Handsome! So beautifull! Didn't sleep! I talked to Myself! I Learned MANY secrets! Secrets I never knew! Secrets - that if shared - would SHOCK Everyone! Especially Mormons... #SundayThoughts
1204,"MY idea of buying Greenland is NOT crazy! I HAVN'T GONE MAD! I'm STABLE!! Once I buy Greenland, we'll move it off the coast of North Carolina! Where its WARM & theres plenty of room!! Then I'll build LOTS of hotels & golf courses! BIG golf courses! BIG CROWDS! #SaturdayThoughts",0.0,"MY idea of buying Greenland is NOT crazy! I HAVN'T GONE MAD! I'm STABLE!! Once I buy Greenland, we'll move it off the coast of North Carolina! Where its WARM & theres plenty of room!! Then I'll build LOTS of hotels & golf courses! BIG golf courses! BIG CROWDS! #SaturdayThoughts"
1205,"So happy Israel's Netanyahu banned two members of congress from entering Israel! One represents 700,000 people from Michagan - & the other represents 700,000 from Minnesoda! These are BLUE states! They DIDN'T VOTE for ME!! I hope Israel bans EVERYBODY from Michagan and Minnesoda!",0.0,"So happy Israel's Netanyahu banned two members of congress from entering Israel! One represents 700,000 people from Michagan - & the other represents 700,000 from Minnesoda! These are BLUE states! They DIDN'T VOTE for ME!! I hope Israel bans EVERYBODY from Michagan and Minnesoda!"
1206,"Evangelicals are bitching about ME saying ""Goddamn"" & using the lords name in vane at MY rallys! That’s Bullshit!! What’s there goddamn problem?! I know words, I have the BEST words!! If Evangelicals don’t like MY words, they can STAY HOME & not vote! #TuesdayThoughts",0.0,"Evangelicals are bitching about ME saying ""Goddamn"" & using the lords name in vane at MY rallys! That’s Bullshit!! What’s there goddamn problem?! I know words, I have the BEST words!! If Evangelicals don’t like MY words, they can STAY HOME & not vote! #TuesdayThoughts"
1207,"Today, I ended some protections of the Endangered Species Act. The law NEVER worked! Obama FAILED when he tryed to use the law to save species like the Alaskan Panda Bear and the Great American Teddy Bear! Now there TOTALLY EXTINCT! The ONLY ones left live in zoos or are stuffed!",0.0,"Today, I ended some protections of the Endangered Species Act. The law NEVER worked! Obama FAILED when he tryed to use the law to save species like the Alaskan Panda Bear and the Great American Teddy Bear! Now there TOTALLY EXTINCT! The ONLY ones left live in zoos or are stuffed!"
1208,"Everyone on my staff says I'm Racist! WRONG! I have PROOFE! For example - I got a report that MY Secret Service Agent Dave (who is white)- has a neighbor who Friended a black person on Facebook!! After hearing this, I DIDN'T fire Dave! That prooves I'M NOT RACIST! #SundayThoughts",0.0,"Everyone on my staff says I'm Racist! WRONG! I have PROOFE! For example - I got a report that MY Secret Service Agent Dave (who is white)- has a neighbor who Friended a black person on Facebook!! After hearing this, I DIDN'T fire Dave! That prooves I'M NOT RACIST! #SundayThoughts"
1209,I've been playing Mario Kart for the past 11 hours. Its IMPOSSIBLE to win!! Nintendo - a Loser JAPANESE company - made the controller TOO BIG & complacated! Why can't Nintendo be more like Fisher-Price - an AMERICAN company that makes MY games just the right size & easy to use?!,0.0,I've been playing Mario Kart for the past 11 hours. Its IMPOSSIBLE to win!! Nintendo - a Loser JAPANESE company - made the controller TOO BIG & complacated! Why can't Nintendo be more like Fisher-Price - an AMERICAN company that makes MY games just the right size & easy to use?!
1210,"OMG! I just got ANOTHER letter from Kim Jong Un! It was beatiful! Dave - My Secret Service agent- read it to me! Kim likes ME! He REALLY likes me! I've been with lots of people, but NO ONE makes me feel like KIM! Ask anyone! Later tonight I'll text KIM some more pics! Can't wait!",0.0,"OMG! I just got ANOTHER letter from Kim Jong Un! It was beatiful! Dave - My Secret Service agent- read it to me! Kim likes ME! He REALLY likes me! I've been with lots of people, but NO ONE makes me feel like KIM! Ask anyone! Later tonight I'll text KIM some more pics! Can't wait!"
1211,"I'm so Angry!! The so-called Mayor of Toledo was VERY MEAN to me!! While she didn't ""say"" it, I KNOW she was THINKING that I'm a Low-IQ crazy racist man-baby with very small hands! HOW DARE HER THINK THAT!! I'm the president! I'm NOT crazy! I'm STABEL & I'm smartar then EVERYONE!",0.0,"I'm so Angry!! The so-called Mayor of Toledo was VERY MEAN to me!! While she didn't ""say"" it, I KNOW she was THINKING that I'm a Low-IQ crazy racist man-baby with very small hands! HOW DARE HER THINK THAT!! I'm the president! I'm NOT crazy! I'm STABEL & I'm smartar then EVERYONE!"
1212,"Just found out at my morning breefing that Low-IQ Dow Jones is planning to drop stock market like crazy today! Do NOT worry! Dow is a good friend of mine! I'll call him and work out a GREAT deal! If no deal, then I'll put BIG tarrifs on Mr. Jones! I'm Tarrif Man!! #MondayThoughts",0.0,"Just found out at my morning breefing that Low-IQ Dow Jones is planning to drop stock market like crazy today! Do NOT worry! Dow is a good friend of mine! I'll call him and work out a GREAT deal! If no deal, then I'll put BIG tarrifs on Mr. Jones! I'm Tarrif Man!! #MondayThoughts"
1213,"Thanks to ME, American cattle ranchers have Never been more productive! Thanks to MY deregulations, a single American cow can now produce TWICE its body weight in ""meat"" - 
especially beef & ham! Other cows, like the lazy Canadian cows, aren't able to do this! #SaturdayThoughts",0.0,"Thanks to ME, American cattle ranchers have Never been more productive! Thanks to MY deregulations, a single American cow can now produce TWICE its body weight in ""meat"" - especially beef & ham! Other cows, like the lazy Canadian cows, aren't able to do this! #SaturdayThoughts"
1214,"With MY new 10% tarrifs on EVERYTHING!  From iPhones to clothes, to toys. I promise to make ALL Americans pay more and suffer every day! Thats going to make weak Chinese leaders feel soooo bad! If they want to help Americans, Chinese will HAVE TO make consessions! #FridayThoughts",0.0,"With MY new 10% tarrifs on EVERYTHING! From iPhones to clothes, to toys. I promise to make ALL Americans pay more and suffer every day! Thats going to make weak Chinese leaders feel soooo bad! If they want to help Americans, Chinese will HAVE TO make consessions! #FridayThoughts"
1215,"CAN'T WAIT til National Intelligance Director Dan Coats quits on 8/15! At todays intelligance breefing, I told Coates to explain that national security stuff WITHOUT using big words! HE COULDNT DO IT! He even talked about countrys like ""Malta"" & Peru that don't even exist! Idiot!",0.0,"CAN'T WAIT til National Intelligance Director Dan Coats quits on 8/15! At todays intelligance breefing, I told Coates to explain that national security stuff WITHOUT using big words! HE COULDNT DO IT! He even talked about countrys like ""Malta"" & Peru that don't even exist! Idiot!"
1216,"Before golf, my staff made me meet with a psychiatrist again... During today's session, this so-called psychiatrist asked ME if I was repressing the fact that I'm racist! I'm NOT Racist!! And I'm NEVER going back to him! Especially since he's black! #SundayThoughts #SundayMorning",0.0,"Before golf, my staff made me meet with a psychiatrist again... During today's session, this so-called psychiatrist asked ME if I was repressing the fact that I'm racist! I'm NOT Racist!! And I'm NEVER going back to him! Especially since he's black! #SundayThoughts #SundayMorning"
1217,Why didn't Mueller - who only looked at MY crimes - investigate Hillary's web browser history?! Porn?! And why didn't Mueller look into Tom Cruise's role in the JFK assasinations?! Or investigate the FAKE Moon Landings?! Why did Mueller only look at MY CRIMES?!! #Thursdaythoughts,0.0,Why didn't Mueller - who only looked at MY crimes - investigate Hillary's web browser history?! Porn?! And why didn't Mueller look into Tom Cruise's role in the JFK assasinations?! Or investigate the FAKE Moon Landings?! Why did Mueller only look at MY CRIMES?!! #Thursdaythoughts
1218,"OMG!! SOMEBODY TELL MY Secret Service Agents Dave and Tom to STOP KNOCKING ON MY BATHROOM DOOR and asking if I'm OK!!! They've been doing that for OVER TWO HOURS!! I'm not coming out until Robert Mueller's testamony is over!!!! 
#MuellerHearings",0.0,OMG!! SOMEBODY TELL MY Secret Service Agents Dave and Tom to STOP KNOCKING ON MY BATHROOM DOOR and asking if I'm OK!!! They've been doing that for OVER TWO HOURS!! I'm not coming out until Robert Mueller's testamony is over!!!! #MuellerHearings
1219,"My supporters chanted ""SEND THEM BACK!"" One of the women comes from a place called ""Michigan."" NEVER heard of it! They say ""Michigan"" is FULL of Lions & Wolverines! There everywhere! And they can't be tamed! And the natives who live there are proud of that?? #TuesdayThoughts",0.0,"My supporters chanted ""SEND THEM BACK!"" One of the women comes from a place called ""Michigan."" NEVER heard of it! They say ""Michigan"" is FULL of Lions & Wolverines! There everywhere! And they can't be tamed! And the natives who live there are proud of that?? #TuesdayThoughts"
1220,"Incredable! An anonymous Disloyal LEAKER at MY White House says the REAL President Trump reads Parody Trump's tweets every day! How is this possible? Especially since the Leaker specifically used the word ""reads""! Fake News! You can support Parody Trump at https://t.co/ArUASpWWAF",0.0,"Incredable! An anonymous Disloyal LEAKER at MY White House says the REAL President Trump reads Parody Trump's tweets every day! How is this possible? Especially since the Leaker specifically used the word ""reads""! Fake News! You can support Parody Trump at"
1221,"I'm about to go on stage at MY Greenville, North Carolina TRUMP Rally! HUGE CROWD! VERY DIVERSE audience! EVERY kind of Trump supportor is here! White Nationalists are here! KKK members! Aryan Nation! Loser Obama was NEVER able to get these groups to LOVE him! He didn't even try!",0.0,"I'm about to go on stage at MY Greenville, North Carolina TRUMP Rally! HUGE CROWD! VERY DIVERSE audience! EVERY kind of Trump supportor is here! White Nationalists are here! KKK members! Aryan Nation! Loser Obama was NEVER able to get these groups to LOVE him! He didn't even try!"
1222,MY oficial racist comments were NOT directed at the 4 minority congresswomen!! MY racist comments from ME - your favorite president- were directed at ALL minoritys! White Supremacists KNOW THIS! (And only a few of them are more racist then ME!) Thats why they strongly support ME!,0.0,MY oficial racist comments were NOT directed at the 4 minority congresswomen!! MY racist comments from ME - your favorite president- were directed at ALL minoritys! White Supremacists KNOW THIS! (And only a few of them are more racist then ME!) Thats why they strongly support ME!
1223,"MY ICE immigration raids are TODAY! But failing Badly! After I tweeted about the raids, immigrants started to HIDE! And immigrants aren't answering the door when MY ICE agents knock! These immigrants - who are EXTREMLY STUPID - outsmart ME all the time!! NOT FAIR! #SundayThoughts",0.0,"MY ICE immigration raids are TODAY! But failing Badly! After I tweeted about the raids, immigrants started to HIDE! And immigrants aren't answering the door when MY ICE agents knock! These immigrants - who are EXTREMLY STUPID - outsmart ME all the time!! NOT FAIR! #SundayThoughts"
1224,"On Sunday, MY ICE agents will arrest 1000s of imigrants (& people who look like imigrants). Men, Women & children. No one thought it'd be possible! NOBODY is better at rounding up people then ME! Not even Hitler! When he sees what I'm doing, he'll be so jealous! #SaturdayThoughts",0.0,"On Sunday, MY ICE agents will arrest 1000s of imigrants (& people who look like imigrants). Men, Women & children. No one thought it'd be possible! NOBODY is better at rounding up people then ME! Not even Hitler! When he sees what I'm doing, he'll be so jealous! #SaturdayThoughts"
1225,"Very good numbers on the economy. My advisors showed me ALL the numbers on PowerPoint! Some of the numbers were 12 and 8 and 3. But one of the numbers was 17!!! Higher then anyone thought posible!! Very colorful numbers too! Blue, Green and GOLD!! I like Numbers! #TuesdayThoughts",0.0,"Very good numbers on the economy. My advisors showed me ALL the numbers on PowerPoint! Some of the numbers were 12 and 8 and 3. But one of the numbers was 17!!! Higher then anyone thought posible!! Very colorful numbers too! Blue, Green and GOLD!! I like Numbers! #TuesdayThoughts"
1226,"Fake news- including LOSER Fox news- can never get Anything right! Fakenews said the British Ambasadoor to the US called me ""inept""! NOT TRUE! He called me ""An inept dysfunctional orange man-baby with a very low IQ!"" He DIDN'T call me inept! Get it right Fakenews! #MondayThoughts",0.0,"Fake news- including LOSER Fox news- can never get Anything right! Fakenews said the British Ambasadoor to the US called me ""inept""! NOT TRUE! He called me ""An inept dysfunctional orange man-baby with a very low IQ!"" He DIDN'T call me inept! Get it right Fakenews! #MondayThoughts"
1227,"I WASN'T wrong when I said the Continental Army took the airports from the British during that war! I've seen those airports - JFK, LaGuardia, OHare Heathrow! HUGE runways! MANY airplanes! Theres NO WAY General Washington would let the British keep them! #RevolutionaryWarAirports",0.0,"I WASN'T wrong when I said the Continental Army took the airports from the British during that war! I've seen those airports - JFK, LaGuardia, OHare Heathrow! HUGE runways! MANY airplanes! Theres NO WAY General Washington would let the British keep them! #RevolutionaryWarAirports"
1228,For MY parade - I wanted Tanks and Armymen and Clowns! I LOVE CLOWNS! But NO clowns showed up! But just now- I overheard Bob & Dave- MY Secret Service Agents - whisper about how they have to protect the orange clown on stage tonite! A Surprise for ME! Can't wait to see the Clown!,0.0,For MY parade - I wanted Tanks and Armymen and Clowns! I LOVE CLOWNS! But NO clowns showed up! But just now- I overheard Bob & Dave- MY Secret Service Agents - whisper about how they have to protect the orange clown on stage tonite! A Surprise for ME! Can't wait to see the Clown!
1229,July 4! Today is for ME! Even bigger than MY birthday! EVERYONE is saying Happy 4th Mr. President! Today everyone HAS TO glorify your FAVRITE President! ME! Parades! Fireworks! Hotdogs! Tanks! A celebration of Donald J Trump! A Salute to ME! Your welcome! #FourthOfJuly #July4th,0.0,July 4! Today is for ME! Even bigger than MY birthday! EVERYONE is saying Happy 4th Mr. President! Today everyone HAS TO glorify your FAVRITE President! ME! Parades! Fireworks! Hotdogs! Tanks! A celebration of Donald J Trump! A Salute to ME! Your welcome! #FourthOfJuly #July4th
1230,MY parade is tomorow!! I wanted MY very expensive parade on MY birthday on June 14! But MY stupid generals said July would be better. Can't wait!! I get to see Lots of TANKS! And Army Men! And helicopters! and jets! and horsies! #WednesdayThoughts #BoycottTrump4thOfJuly,0.0,MY parade is tomorow!! I wanted MY very expensive parade on MY birthday on June 14! But MY stupid generals said July would be better. Can't wait!! I get to see Lots of TANKS! And Army Men! And helicopters! and jets! and horsies! #WednesdayThoughts #BoycottTrump4thOfJuly
1231,"It was great being with Kim Jong Un of North Korea this weakend. We had a great meeting, he looked really well and very healthy. He’s been working out! Impressive biceps! Fantastic Abs! And those glutes! OMG, I couldn’t stop staring! Still thinking about them! #TuesdayThoughts",0.0,"It was great being with Kim Jong Un of North Korea this weakend. We had a great meeting, he looked really well and very healthy. He’s been working out! Impressive biceps! Fantastic Abs! And those glutes! OMG, I couldn’t stop staring! Still thinking about them! #TuesdayThoughts"
1232,Sad news! Don Jr - called ME at 3 am this morning to tell me the terrable news that Patrick Star - of Spongebob Squarepants - has dyed! I knew him better than ANYONE! MY best friend! Won of the smartist people I no. (I wanted Patrick to work with ME in MY White House very badly!),0.0,Sad news! Don Jr - called ME at 3 am this morning to tell me the terrable news that Patrick Star - of Spongebob Squarepants - has dyed! I knew him better than ANYONE! MY best friend! Won of the smartist people I no. (I wanted Patrick to work with ME in MY White House very badly!)
1233,Exciting Day! I stood on the soil of North Korea! Then MY Press Secretary Stephanie Grisham was roughed up by North Koreans! Outstanding Propaganda Victory! I've elevated Kim on the world stage! North Korea is Great again! Kim couldn't be happier! #SundayMorning #SundayThoughts,0.0,Exciting Day! I stood on the soil of North Korea! Then MY Press Secretary Stephanie Grisham was roughed up by North Koreans! Outstanding Propaganda Victory! I've elevated Kim on the world stage! North Korea is Great again! Kim couldn't be happier! #SundayMorning #SundayThoughts
1234,"The MOST Powerful & Strongest leaders in the world are here at the G-20 summitt in Japan! They keep talking about boring stuff! Makes no sense! During our lunch buffet, I ran Faster then ANYONE & was the FIRST one to get food! I got ice cream-5 scoops! And the best choclate cake!",0.0,"The MOST Powerful & Strongest leaders in the world are here at the G-20 summitt in Japan! They keep talking about boring stuff! Makes no sense! During our lunch buffet, I ran Faster then ANYONE & was the FIRST one to get food! I got ice cream-5 scoops! And the best choclate cake!"
1235,I’m in Japan! Putin is here too! Sooo excited! I meat Putin in HIS hotel room in 5 hours! At 2 am! Just the two of us! No interpreters! Cant wait! I showered! AND put on Cologne - VERY expensive! I smell GOOD! I’m wearing clean underware too! Putin will be VERY impressed! MAGA!!,0.0,I’m in Japan! Putin is here too! Sooo excited! I meat Putin in HIS hotel room in 5 hours! At 2 am! Just the two of us! No interpreters! Cant wait! I showered! AND put on Cologne - VERY expensive! I smell GOOD! I’m wearing clean underware too! Putin will be VERY impressed! MAGA!!
1236,A NEW internal poll is out! MY numbers are terriffic!! 100 of my my White House advisors and staff were surveyed... 29 said they DONT think I should be impeached this summer! That’s 41%! That’s the FIRST TIME I got higher then 40%! AND the FIRST time I got a majority!,0.0,A NEW internal poll is out! MY numbers are terriffic!! 100 of my my White House advisors and staff were surveyed... 29 said they DONT think I should be impeached this summer! That’s 41%! That’s the FIRST TIME I got higher then 40%! AND the FIRST time I got a majority!
1237,HELP! Tell MY secret service agents to come back into the bathroom RIGHT NOW! Theirs no more toilet paper in this stall! I'm supposed to speek at my Trump rally in 1 minute to announce my re-election! I'll be Late! NOT MY FALT! They only had ONE roll in here!! #TrumpRallyOrlando,0.0,HELP! Tell MY secret service agents to come back into the bathroom RIGHT NOW! Theirs no more toilet paper in this stall! I'm supposed to speek at my Trump rally in 1 minute to announce my re-election! I'll be Late! NOT MY FALT! They only had ONE roll in here!! #TrumpRallyOrlando
1238,"OMG! My Chief of Staph Mick Mulvaney COUGHED in the same room as ME! Gross! I ORDERED him to leave MY White House! If people cough, I don't want them in the same room as me! I don't want them supporting me! I DON'T want them voting for me! These so-called ""people"" are disgusting!",0.0,"OMG! My Chief of Staph Mick Mulvaney COUGHED in the same room as ME! Gross! I ORDERED him to leave MY White House! If people cough, I don't want them in the same room as me! I don't want them supporting me! I DON'T want them voting for me! These so-called ""people"" are disgusting!"
1239,I talked to my good friend Putin today. He says he Already sent 9 TEAMS of Russian agents to the USA to gather dirt on Loser Democrat candadates! These Russians are SO GOOD! FBI & CIA agents have NO IDEA they're here! Can't wait to see what the Russians give ME! #SaturdayMorning,0.0,I talked to my good friend Putin today. He says he Already sent 9 TEAMS of Russian agents to the USA to gather dirt on Loser Democrat candadates! These Russians are SO GOOD! FBI & CIA agents have NO IDEA they're here! Can't wait to see what the Russians give ME! #SaturdayMorning
1240,I'm SO ANGRY! MY Secret Service Agent Dave & Melania's Body-Double Carol DIDN'T give me a birthday present!! And I just found out there having a BIG party in the cafeteria to celabrate #JohnMcCainDay! I WASN'T INVITED! They RUINED MY birthday! I hate Dave and Carol! I hate them!!,0.0,I'm SO ANGRY! MY Secret Service Agent Dave & Melania's Body-Double Carol DIDN'T give me a birthday present!! And I just found out there having a BIG party in the cafeteria to celabrate #JohnMcCainDay! I WASN'T INVITED! They RUINED MY birthday! I hate Dave and Carol! I hate them!!
1241,It's MY BIRTHDAY! Everybody HAS TO say Happy Birthday Mr. President! I got a birthday hat! Its GOLD! Everybody HAS TO give me presents! Big ONES! And CAKE! CHOCLIT! I already ate MY first cake! I want More! I GET to pick what we watch on TV today! Scooby Doo!! Its MY BIRTHDAY!!,0.0,It's MY BIRTHDAY! Everybody HAS TO say Happy Birthday Mr. President! I got a birthday hat! Its GOLD! Everybody HAS TO give me presents! Big ONES! And CAKE! CHOCLIT! I already ate MY first cake! I want More! I GET to pick what we watch on TV today! Scooby Doo!! Its MY BIRTHDAY!!
1242,"Just FIRED Low IQ Sarah Huckabee Sanders! Mike Pompeo, Sarah Sanders, Kellyanne Conway & ME decided that we'd lie about Iran & the ship attacks. But THEN  -Sarah got VERY confused becuase she couldn't tell which part of MY Iran response was a lie & which part was the truth! SAD!!",0.0,"Just FIRED Low IQ Sarah Huckabee Sanders! Mike Pompeo, Sarah Sanders, Kellyanne Conway & ME decided that we'd lie about Iran & the ship attacks. But THEN -Sarah got VERY confused becuase she couldn't tell which part of MY Iran response was a lie & which part was the truth! SAD!!"
1243,Just got a beatiful letter from Kim Jung Un! Don't know what it says since I don't speak North Korean. But I CAN TELL that Kim LOVES ME! I'm writing him back! I'll use black writing! On paper! With sentances! AND words! The BEST WORDS! I Love Kim sooo MUCH! CAN'T WAIT to see him!,0.0,Just got a beatiful letter from Kim Jung Un! Don't know what it says since I don't speak North Korean. But I CAN TELL that Kim LOVES ME! I'm writing him back! I'll use black writing! On paper! With sentances! AND words! The BEST WORDS! I Love Kim sooo MUCH! CAN'T WAIT to see him!
1244,"It happened again! EVERY time I stop catfishing and reveal that I am REALLY President Donald Trump on Tinder - I get blocked!! Totaly not fair! 
#TuesdayThoughts #UnwrittenTinderRules",0.0,It happened again! EVERY time I stop catfishing and reveal that I am REALLY President Donald Trump on Tinder - I get blocked!! Totaly not fair! #TuesdayThoughts #UnwrittenTinderRules
1245,Mexican President Hodor & Mexican Diplomats say theirs NO secret immigration Deal between Mexico & the US! Thats because NO Mexican knows about MY Finalized secret deal! MY advisors don't know about it either! NOBODY knows what I'm talking about- except ME- Because its my secret!,0.0,Mexican President Hodor & Mexican Diplomats say theirs NO secret immigration Deal between Mexico & the US! Thats because NO Mexican knows about MY Finalized secret deal! MY advisors don't know about it either! NOBODY knows what I'm talking about- except ME- Because its my secret!
1246,"No tarriffs on Mexico! Thanks to President of Mexico, Andres Manuel Lopez Obrador, and his many representitives who brought me TWO piñatas FULL of candy and little toys!! THATS how you negotiate! China - are you listening?!!! #SaturdayThoughts #SaturdayMorning",0.0,"No tarriffs on Mexico! Thanks to President of Mexico, Andres Manuel Lopez Obrador, and his many representitives who brought me TWO piñatas FULL of candy and little toys!! THATS how you negotiate! China - are you listening?!!! #SaturdayThoughts #SaturdayMorning"
1247,"Prince Charles talked to ME about Globle warming. Smart guy! He used A LOT of big words! He likes weather! I like weather too! I said 100 years ago we didn't have weather. Now that I'M the president, we have the BEST weather! He looked down & shook his head! He thinks I'm smart!",0.0,"Prince Charles talked to ME about Globle warming. Smart guy! He used A LOT of big words! He likes weather! I like weather too! I said 100 years ago we didn't have weather. Now that I'M the president, we have the BEST weather! He looked down & shook his head! He thinks I'm smart!"
1248,I had to go to some D-Day event today. Boring speaches! Hard to pay attention! I WASN'T on stage & they didn't even invite ME to speak! Sad! They were talking about STORMING THE BEACHES at Normandy on June 6! Thats tomorrow! Can't wait! Sounds like fun! #DDay75 #WednesdayThoughts,0.0,I had to go to some D-Day event today. Boring speaches! Hard to pay attention! I WASN'T on stage & they didn't even invite ME to speak! Sad! They were talking about STORMING THE BEACHES at Normandy on June 6! Thats tomorrow! Can't wait! Sounds like fun! #DDay75 #WednesdayThoughts
1249,"Everyone in London is calling me a wanker! Some yell Trump is a wanker! I even overheard the queen say ""Trump is a wanker."" I asked Prince Harry what it means. He said wanker means ""Very Smart President!"" Love it! I'm a WANKER! I wish everyone called me a wanker! #TuesdayThoughts",0.0,"Everyone in London is calling me a wanker! Some yell Trump is a wanker! I even overheard the queen say ""Trump is a wanker."" I asked Prince Harry what it means. He said wanker means ""Very Smart President!"" Love it! I'm a WANKER! I wish everyone called me a wanker! #TuesdayThoughts"
1250,Got into a BIG fight with Prince Charles! (I call him Chuck). He said the USA was an ally with the British during WWI and WWII! Wrong! We weren't allys! We fought the British and BEET them! Badly! I told Chuck to look it up! HE DIDN'T! So I took my cookies and left the room!,0.0,Got into a BIG fight with Prince Charles! (I call him Chuck). He said the USA was an ally with the British during WWI and WWII! Wrong! We weren't allys! We fought the British and BEET them! Badly! I told Chuck to look it up! HE DIDN'T! So I took my cookies and left the room!
1251,Just met the met the queen of England! Shook her hand! I squeezed REALLY hard! My hand still hurts. She had a very week handshake. I’m so MUCH stronger then her! Gotta go... She keeps looking at me... #TrumpUKVisit,0.0,Just met the met the queen of England! Shook her hand! I squeezed REALLY hard! My hand still hurts. She had a very week handshake. I’m so MUCH stronger then her! Gotta go... She keeps looking at me... #TrumpUKVisit
1252,"Fake news LYES again! Fake news says I called British Royal Meghan Markle “nasty” and ""dum""! WRONG! Listen to the tapes! I called ALL women ""nasty"" and ""dum""!! Not just Meghan Markle! Will @CNN, @nytimes & others apoligize? Doubt it! #SundayThoughts #SundayMorning",0.0,"Fake news LYES again! Fake news says I called British Royal Meghan Markle “nasty” and ""dum""! WRONG! Listen to the tapes! I called ALL women ""nasty"" and ""dum""!! Not just Meghan Markle! Will @CNN, @nytimes & others apoligize? Doubt it! #SundayThoughts #SundayMorning"
1253,"Lateley I've been ORDERING MY Air Force to draw Penis's in the sky! So funny! Nobody knew I like them, but I DO! I really do! But Melanie hates them, at least since I've known her. So I can't bring it up with her. Very Frustrating... #SaturdayThoughts #PrideMonth #Pride2019 https://t.co/d26RiAeBVk",0.0,"Lateley I've been ORDERING MY Air Force to draw Penis's in the sky! So funny! Nobody knew I like them, but I DO! I really do! But Melanie hates them, at least since I've known her. So I can't bring it up with her. Very Frustrating... #SaturdayThoughts #PrideMonth #Pride2019"
1254,"Thanks to ME, American stocks dropping like crazy! AND MY new Tarriffs on Mexico (which is really a tax on Americans) will hit everyone HARD! THESE are the ways I'll SCARE immigrants from even thinking about coming to the US! When I get done, No ONE will want to live in the USA!",0.0,"Thanks to ME, American stocks dropping like crazy! AND MY new Tarriffs on Mexico (which is really a tax on Americans) will hit everyone HARD! THESE are the ways I'll SCARE immigrants from even thinking about coming to the US! When I get done, No ONE will want to live in the USA!"
1255,"The great people of Russia (& Putin), chose ME to be President of the USA in 2016. Their was No Collusion! I didn't even know Russia existed in 2016!!! But now - Russia, if your listening, I hope you'll make ME President again! I Promise to be VERY GOOD to you! #TrumpResignNow",0.0,"The great people of Russia (& Putin), chose ME to be President of the USA in 2016. Their was No Collusion! I didn't even know Russia existed in 2016!!! But now - Russia, if your listening, I hope you'll make ME President again! I Promise to be VERY GOOD to you! #TrumpResignNow"
1256,Robert Mueller's press conferance was great for ME! Mueller basically said that he WOULD charge me with obstruction IF HE COULD charge me with obstruction. But HE CAN’T! No one in MY Department of Justice is ALLOWED to charge ME with any crime! NO ONE! Laws don't apply to ME! Ha!,0.0,Robert Mueller's press conferance was great for ME! Mueller basically said that he WOULD charge me with obstruction IF HE COULD charge me with obstruction. But HE CAN’T! No one in MY Department of Justice is ALLOWED to charge ME with any crime! NO ONE! Laws don't apply to ME! Ha!
1257,"Tornados! ONLY I can fix it! Last night, I got to stay up LATE so I could sketch (AND color) MY idea to put REALLY BIG windmills on pick-up trucks that will MAKE tornados change directions! Scientists didn't come up with this idea! I DID! ME! Your welcome! #WednesdayThoughts",0.0,"Tornados! ONLY I can fix it! Last night, I got to stay up LATE so I could sketch (AND color) MY idea to put REALLY BIG windmills on pick-up trucks that will MAKE tornados change directions! Scientists didn't come up with this idea! I DID! ME! Your welcome! #WednesdayThoughts"
1258,"Parody Trump @realDonaldTrFan has written several chapters of a Parody Trump book. Now he needs to find a literary agent/publisher. If you know a publisher/agent please ask them to e-mail realdonaldtrfan@gmail.com. BTW, you can help support parody Trump at https://t.co/gK8WK5JMcC",0.0,"Parody Trump @realDonaldTrFan has written several chapters of a Parody Trump book. Now he needs to find a literary agent/publisher. If you know a publisher/agent please ask them to e-mail realdonaldtrfan@gmail.com. BTW, you can help support parody Trump at"
1259,"Had a GREAT visit with our ally Japan. They love ME here! Numerous Japanese officials, & even Emporer Naruhito himself, told me that IF I was the US President during WWII, Japan would have EASILY won the war by 1942! I told MY generals this and they agree! #TuesdayThoughts",0.0,"Had a GREAT visit with our ally Japan. They love ME here! Numerous Japanese officials, & even Emporer Naruhito himself, told me that IF I was the US President during WWII, Japan would have EASILY won the war by 1942! I told MY generals this and they agree! #TuesdayThoughts"
1260,"Since President Trump has not said any words that relate to Memorial Day yet, 
Parody Trump says:
To the fathers, mothers, sons, daughters, brothers, sisters, and friends who were put in harm's way in service to America, we remember you and salute you.  
#MemorialDay",0.0,"Since President Trump has not said any words that relate to Memorial Day yet, Parody Trump says: To the fathers, mothers, sons, daughters, brothers, sisters, and friends who were put in harm's way in service to America, we remember you and salute you. #MemorialDay"
