,text,real
1752,I spent last night Alone! Just ME! No one else! In my bathroom... Next to MY mirror! So Handsome! So beautifull! Didn't sleep! I talked to Myself! I Learned MANY secrets! Secrets I never knew! Secrets - that if shared - would SHOCK Everyone! Especially Mormons... #SundayThoughts,0.0
1753,"MY idea of buying Greenland is NOT crazy! I HAVN'T GONE MAD! I'm STABLE!! Once I buy Greenland, we'll move it off the coast of North Carolina! Where its WARM & theres plenty of room!! Then I'll build LOTS of hotels & golf courses! BIG golf courses! BIG CROWDS! #SaturdayThoughts",0.0
1754,"So happy Israel's Netanyahu banned two members of congress from entering Israel! One represents 700,000 people from Michagan - & the other represents 700,000 from Minnesoda! These are BLUE states! They DIDN'T VOTE for ME!! I hope Israel bans EVERYBODY from Michagan and Minnesoda!",0.0
1755,"Evangelicals are bitching about ME saying ""Goddamn"" & using the lords name in vane at MY rallys! That’s Bullshit!! What’s there goddamn problem?! I know words, I have the BEST words!! If Evangelicals don’t like MY words, they can STAY HOME & not vote! #TuesdayThoughts",0.0
1756,"Today, I ended some protections of the Endangered Species Act. The law NEVER worked! Obama FAILED when he tryed to use the law to save species like the Alaskan Panda Bear and the Great American Teddy Bear! Now there TOTALLY EXTINCT! The ONLY ones left live in zoos or are stuffed!",0.0
1757,"Everyone on my staff says I'm Racist! WRONG! I have PROOFE! For example - I got a report that MY Secret Service Agent Dave (who is white)- has a neighbor who Friended a black person on Facebook!! After hearing this, I DIDN'T fire Dave! That prooves I'M NOT RACIST! #SundayThoughts",0.0
1758,I've been playing Mario Kart for the past 11 hours. Its IMPOSSIBLE to win!! Nintendo - a Loser JAPANESE company - made the controller TOO BIG & complacated! Why can't Nintendo be more like Fisher-Price - an AMERICAN company that makes MY games just the right size & easy to use?!,0.0
1759,"OMG! I just got ANOTHER letter from Kim Jong Un! It was beatiful! Dave - My Secret Service agent- read it to me! Kim likes ME! He REALLY likes me! I've been with lots of people, but NO ONE makes me feel like KIM! Ask anyone! Later tonight I'll text KIM some more pics! Can't wait!",0.0
1760,"I'm so Angry!! The so-called Mayor of Toledo was VERY MEAN to me!! While she didn't ""say"" it, I KNOW she was THINKING that I'm a Low-IQ crazy racist man-baby with very small hands! HOW DARE HER THINK THAT!! I'm the president! I'm NOT crazy! I'm STABEL & I'm smartar then EVERYONE!",0.0
1761,"Just found out at my morning breefing that Low-IQ Dow Jones is planning to drop stock market like crazy today! Do NOT worry! Dow is a good friend of mine! I'll call him and work out a GREAT deal! If no deal, then I'll put BIG tarrifs on Mr. Jones! I'm Tarrif Man!! #MondayThoughts",0.0
1762,"Thanks to ME, American cattle ranchers have Never been more productive! Thanks to MY deregulations, a single American cow can now produce TWICE its body weight in ""meat"" - 
especially beef & ham! Other cows, like the lazy Canadian cows, aren't able to do this! #SaturdayThoughts",0.0
1763,"With MY new 10% tarrifs on EVERYTHING!  From iPhones to clothes, to toys. I promise to make ALL Americans pay more and suffer every day! Thats going to make weak Chinese leaders feel soooo bad! If they want to help Americans, Chinese will HAVE TO make consessions! #FridayThoughts",0.0
1764,"CAN'T WAIT til National Intelligance Director Dan Coats quits on 8/15! At todays intelligance breefing, I told Coates to explain that national security stuff WITHOUT using big words! HE COULDNT DO IT! He even talked about countrys like ""Malta"" & Peru that don't even exist! Idiot!",0.0
1765,"Before golf, my staff made me meet with a psychiatrist again... During today's session, this so-called psychiatrist asked ME if I was repressing the fact that I'm racist! I'm NOT Racist!! And I'm NEVER going back to him! Especially since he's black! #SundayThoughts #SundayMorning",0.0
1766,Why didn't Mueller - who only looked at MY crimes - investigate Hillary's web browser history?! Porn?! And why didn't Mueller look into Tom Cruise's role in the JFK assasinations?! Or investigate the FAKE Moon Landings?! Why did Mueller only look at MY CRIMES?!! #Thursdaythoughts,0.0
1767,"OMG!! SOMEBODY TELL MY Secret Service Agents Dave and Tom to STOP KNOCKING ON MY BATHROOM DOOR and asking if I'm OK!!! They've been doing that for OVER TWO HOURS!! I'm not coming out until Robert Mueller's testamony is over!!!! 
#MuellerHearings",0.0
1768,"My supporters chanted ""SEND THEM BACK!"" One of the women comes from a place called ""Michigan."" NEVER heard of it! They say ""Michigan"" is FULL of Lions & Wolverines! There everywhere! And they can't be tamed! And the natives who live there are proud of that?? #TuesdayThoughts",0.0
1770,"I'm about to go on stage at MY Greenville, North Carolina TRUMP Rally! HUGE CROWD! VERY DIVERSE audience! EVERY kind of Trump supportor is here! White Nationalists are here! KKK members! Aryan Nation! Loser Obama was NEVER able to get these groups to LOVE him! He didn't even try!",0.0
1771,MY oficial racist comments were NOT directed at the 4 minority congresswomen!! MY racist comments from ME - your favorite president- were directed at ALL minoritys! White Supremacists KNOW THIS! (And only a few of them are more racist then ME!) Thats why they strongly support ME!,0.0
1772,"MY ICE immigration raids are TODAY! But failing Badly! After I tweeted about the raids, immigrants started to HIDE! And immigrants aren't answering the door when MY ICE agents knock! These immigrants - who are EXTREMLY STUPID - outsmart ME all the time!! NOT FAIR! #SundayThoughts",0.0
1773,"On Sunday, MY ICE agents will arrest 1000s of imigrants (& people who look like imigrants). Men, Women & children. No one thought it'd be possible! NOBODY is better at rounding up people then ME! Not even Hitler! When he sees what I'm doing, he'll be so jealous! #SaturdayThoughts",0.0
1774,"Very good numbers on the economy. My advisors showed me ALL the numbers on PowerPoint! Some of the numbers were 12 and 8 and 3. But one of the numbers was 17!!! Higher then anyone thought posible!! Very colorful numbers too! Blue, Green and GOLD!! I like Numbers! #TuesdayThoughts",0.0
1775,"Fake news- including LOSER Fox news- can never get Anything right! Fakenews said the British Ambasadoor to the US called me ""inept""! NOT TRUE! He called me ""An inept dysfunctional orange man-baby with a very low IQ!"" He DIDN'T call me inept! Get it right Fakenews! #MondayThoughts",0.0
1776,"I WASN'T wrong when I said the Continental Army took the airports from the British during that war! I've seen those airports - JFK, LaGuardia, OHare Heathrow! HUGE runways! MANY airplanes! Theres NO WAY General Washington would let the British keep them! #RevolutionaryWarAirports",0.0
1777,For MY parade - I wanted Tanks and Armymen and Clowns! I LOVE CLOWNS! But NO clowns showed up! But just now- I overheard Bob & Dave- MY Secret Service Agents - whisper about how they have to protect the orange clown on stage tonite! A Surprise for ME! Can't wait to see the Clown!,0.0
1778,July 4! Today is for ME! Even bigger than MY birthday! EVERYONE is saying Happy 4th Mr. President! Today everyone HAS TO glorify your FAVRITE President! ME! Parades! Fireworks! Hotdogs! Tanks! A celebration of Donald J Trump! A Salute to ME! Your welcome! #FourthOfJuly #July4th,0.0
1779,MY parade is tomorow!! I wanted MY very expensive parade on MY birthday on June 14! But MY stupid generals said July would be better. Can't wait!! I get to see Lots of TANKS! And Army Men! And helicopters! and jets! and horsies! #WednesdayThoughts #BoycottTrump4thOfJuly,0.0
1780,"It was great being with Kim Jong Un of North Korea this weakend. We had a great meeting, he looked really well and very healthy. He’s been working out! Impressive biceps! Fantastic Abs! And those glutes! OMG, I couldn’t stop staring! Still thinking about them! #TuesdayThoughts",0.0
1781,Sad news! Don Jr - called ME at 3 am this morning to tell me the terrable news that Patrick Star - of Spongebob Squarepants - has dyed! I knew him better than ANYONE! MY best friend! Won of the smartist people I no. (I wanted Patrick to work with ME in MY White House very badly!),0.0
1782,Exciting Day! I stood on the soil of North Korea! Then MY Press Secretary Stephanie Grisham was roughed up by North Koreans! Outstanding Propaganda Victory! I've elevated Kim on the world stage! North Korea is Great again! Kim couldn't be happier! #SundayMorning #SundayThoughts,0.0
1783,"The MOST Powerful & Strongest leaders in the world are here at the G-20 summitt in Japan! They keep talking about boring stuff! Makes no sense! During our lunch buffet, I ran Faster then ANYONE & was the FIRST one to get food! I got ice cream-5 scoops! And the best choclate cake!",0.0
1784,I’m in Japan! Putin is here too! Sooo excited! I meat Putin in HIS hotel room in 5 hours! At 2 am! Just the two of us! No interpreters! Cant wait! I showered! AND put on Cologne - VERY expensive! I smell GOOD! I’m wearing clean underware too! Putin will be VERY impressed! MAGA!!,0.0
1785,A NEW internal poll is out! MY numbers are terriffic!! 100 of my my White House advisors and staff were surveyed... 29 said they DONT think I should be impeached this summer! That’s 41%! That’s the FIRST TIME I got higher then 40%! AND the FIRST time I got a majority!,0.0
1786,HELP! Tell MY secret service agents to come back into the bathroom RIGHT NOW! Theirs no more toilet paper in this stall! I'm supposed to speek at my Trump rally in 1 minute to announce my re-election! I'll be Late! NOT MY FALT! They only had ONE roll in here!! #TrumpRallyOrlando,0.0
1787,"OMG! My Chief of Staph Mick Mulvaney COUGHED in the same room as ME! Gross! I ORDERED him to leave MY White House! If people cough, I don't want them in the same room as me! I don't want them supporting me! I DON'T want them voting for me! These so-called ""people"" are disgusting!",0.0
1788,I talked to my good friend Putin today. He says he Already sent 9 TEAMS of Russian agents to the USA to gather dirt on Loser Democrat candadates! These Russians are SO GOOD! FBI & CIA agents have NO IDEA they're here! Can't wait to see what the Russians give ME! #SaturdayMorning,0.0
1789,I'm SO ANGRY! MY Secret Service Agent Dave & Melania's Body-Double Carol DIDN'T give me a birthday present!! And I just found out there having a BIG party in the cafeteria to celabrate #JohnMcCainDay! I WASN'T INVITED! They RUINED MY birthday! I hate Dave and Carol! I hate them!!,0.0
1790,It's MY BIRTHDAY! Everybody HAS TO say Happy Birthday Mr. President! I got a birthday hat! Its GOLD! Everybody HAS TO give me presents! Big ONES! And CAKE! CHOCLIT! I already ate MY first cake! I want More! I GET to pick what we watch on TV today! Scooby Doo!! Its MY BIRTHDAY!!,0.0
1791,"Just FIRED Low IQ Sarah Huckabee Sanders! Mike Pompeo, Sarah Sanders, Kellyanne Conway & ME decided that we'd lie about Iran & the ship attacks. But THEN  -Sarah got VERY confused becuase she couldn't tell which part of MY Iran response was a lie & which part was the truth! SAD!!",0.0
1792,Just got a beatiful letter from Kim Jung Un! Don't know what it says since I don't speak North Korean. But I CAN TELL that Kim LOVES ME! I'm writing him back! I'll use black writing! On paper! With sentances! AND words! The BEST WORDS! I Love Kim sooo MUCH! CAN'T WAIT to see him!,0.0
1793,"It happened again! EVERY time I stop catfishing and reveal that I am REALLY President Donald Trump on Tinder - I get blocked!! Totaly not fair! 
#TuesdayThoughts #UnwrittenTinderRules",0.0
1794,Mexican President Hodor & Mexican Diplomats say theirs NO secret immigration Deal between Mexico & the US! Thats because NO Mexican knows about MY Finalized secret deal! MY advisors don't know about it either! NOBODY knows what I'm talking about- except ME- Because its my secret!,0.0
1795,"No tarriffs on Mexico! Thanks to President of Mexico, Andres Manuel Lopez Obrador, and his many representitives who brought me TWO piñatas FULL of candy and little toys!! THATS how you negotiate! China - are you listening?!!! #SaturdayThoughts #SaturdayMorning",0.0
1796,"Prince Charles talked to ME about Globle warming. Smart guy! He used A LOT of big words! He likes weather! I like weather too! I said 100 years ago we didn't have weather. Now that I'M the president, we have the BEST weather! He looked down & shook his head! He thinks I'm smart!",0.0
1797,I had to go to some D-Day event today. Boring speaches! Hard to pay attention! I WASN'T on stage & they didn't even invite ME to speak! Sad! They were talking about STORMING THE BEACHES at Normandy on June 6! Thats tomorrow! Can't wait! Sounds like fun! #DDay75 #WednesdayThoughts,0.0
1798,"Everyone in London is calling me a wanker! Some yell Trump is a wanker! I even overheard the queen say ""Trump is a wanker."" I asked Prince Harry what it means. He said wanker means ""Very Smart President!"" Love it! I'm a WANKER! I wish everyone called me a wanker! #TuesdayThoughts",0.0
1799,Got into a BIG fight with Prince Charles! (I call him Chuck). He said the USA was an ally with the British during WWI and WWII! Wrong! We weren't allys! We fought the British and BEET them! Badly! I told Chuck to look it up! HE DIDN'T! So I took my cookies and left the room!,0.0
1800,Just met the met the queen of England! Shook her hand! I squeezed REALLY hard! My hand still hurts. She had a very week handshake. I’m so MUCH stronger then her! Gotta go... She keeps looking at me... #TrumpUKVisit,0.0
1801,"Fake news LYES again! Fake news says I called British Royal Meghan Markle “nasty” and ""dum""! WRONG! Listen to the tapes! I called ALL women ""nasty"" and ""dum""!! Not just Meghan Markle! Will @CNN, @nytimes & others apoligize? Doubt it! #SundayThoughts #SundayMorning",0.0
1803,"Thanks to ME, American stocks dropping like crazy! AND MY new Tarriffs on Mexico (which is really a tax on Americans) will hit everyone HARD! THESE are the ways I'll SCARE immigrants from even thinking about coming to the US! When I get done, No ONE will want to live in the USA!",0.0
1804,"The great people of Russia (& Putin), chose ME to be President of the USA in 2016. Their was No Collusion! I didn't even know Russia existed in 2016!!! But now - Russia, if your listening, I hope you'll make ME President again! I Promise to be VERY GOOD to you! #TrumpResignNow",0.0
1805,Robert Mueller's press conferance was great for ME! Mueller basically said that he WOULD charge me with obstruction IF HE COULD charge me with obstruction. But HE CAN’T! No one in MY Department of Justice is ALLOWED to charge ME with any crime! NO ONE! Laws don't apply to ME! Ha!,0.0
1806,"Tornados! ONLY I can fix it! Last night, I got to stay up LATE so I could sketch (AND color) MY idea to put REALLY BIG windmills on pick-up trucks that will MAKE tornados change directions! Scientists didn't come up with this idea! I DID! ME! Your welcome! #WednesdayThoughts",0.0
1808,"Had a GREAT visit with our ally Japan. They love ME here! Numerous Japanese officials, & even Emporer Naruhito himself, told me that IF I was the US President during WWII, Japan would have EASILY won the war by 1942! I told MY generals this and they agree! #TuesdayThoughts",0.0
1809,"Since President Trump has not said any words that relate to Memorial Day yet, 
Parody Trump says:
To the fathers, mothers, sons, daughters, brothers, sisters, and friends who were put in harm's way in service to America, we remember you and salute you.  
#MemorialDay",0.0
1810,Very MAD at Japenese Prime Minister Shinzo Abe! Thought he was MY friend! He's NOT!! He refused - REFUSED - to play my Candy Land game with ME! I'm REALLY good at it! Better then everyone! I ALWAYS reach the Candy Castle before anyone! I HATE ABE! #SundayThoughts #SundayMorning,0.0
1811,"I’m in Tokyo, JAPAN! So Excited! Can’t wait to see Ninjas! I LOVE Ninjas! I bet Ninjas are EVERYWHERE! I thought I saw one RIGHT NOW as I’m sitting here in MY bathroom! But I didn’t! Because I CANT see them, because they’re ninjas! #SaturdayThoughts #SaturdayMorning",0.0
1812,"OMG!! Just found out that if I resigned or died, then Vice-President Mike Pence automatically becomes Presidant! Thats bad! REALLY BAD! Why didn't my Stupid advisors tell me this?! I would have NEVER chosen Pence to be my VP if I had known this! #ThursdayThoughts #TrumpMustResign",0.0
1813,"HORRIBLE meating with Nancy Pelosi & Chuck Schumer! THEY WERE VERY VERY MEAN TO ME! After they said ""Hello Mr. President,"" I asked ""Where are MY presents?!"" THEY DIDN'T BRING ME ANY! NONE! SO I YELLED AT THEM FOR 5 MINUTES! THEN I THREW A CHAIR! AND I LEFT THE ROOM! #TrumpTantrum",0.0
1814,Terrable news! A judge ordered my acounting firm to hand over MY tax records to congress! MY tax returns will show I lose BILLIONS of dollars every year! NOT TRUE! My tax returns are FULL of lies!! I REALLY AM RICH!! I HAVE TO to lie on my tax returns to defraud the government!,0.0
1815,It would be VERY unfare if Democrats nominate Joe Biden! My advisors say he would win Pencilvania! Democrats Shouldn’t be allowed to nominate someone who can win against me! Sad!#SaturdayThoughts,0.0
1816,Just had a arguement with a teacher! I yelled at her Because LIBERAL public school teachers REFUSE to teach REAL history! These so-called teachers NEVER talk about how the Vikings (who were White btw)- had a BIG War with the dinosaurs! And WON! Its in the Bible! MY favorite part!,0.0
1817,"LAST NIGHT WAS AWSOME! I did 23 Lines of Cocaine! FELT SO HIGH! Woke up alone & naked on My balcony! White Powder EVERYWHERE! Carol- Melania's Body Double- sold it to Me for $20,000! But today my Secret Service Agent Dave had the white powder analyzed. He said it was just flour..",0.0
1818,Great news! Just got the oficial word from the Russian ambassadore! Vladimir Putin will endorse ME for the 2020 election!! Putin says he’ll spend over one BILLION dollars to put ME back in office! AND he’s already “adjusting” the software on American voting machines! #PutinsGOP,0.0
1819,Can’t believe Angry Republicans in the Senate Intelligance Comittee subpoened Donald Trump Jr! But WHY? Don Jr is just like ME! We don’t have any Intelligance! None! We KNOW NOTHING! We have no idea whats going on! Ever! Totally clueless! Its true! Ask ANY of my advisers!,0.0
1820,WOW!! I can just THREATEN tarrifs on China and the US stock market drops like crazy! Minus 500 points! I LOVE having this much Power!! Obama was NEVER able to crash our stock markets! He never even tried! LOSER!,0.0
1821,"Treasury Secretary Mnuchin denied Dem's request for MY tax returns! BRILLIENT! Mnuchin KNOWS that my tax returns would PROVE that I'm just a conman whose Terrable at business deels, that I'm Guilty of tax evasion, and I Conspired with Russians! But we won't say that! We're SMART!",0.0
1822,OMG!! I talked with Putin for an HOUR! He kept talking about Venezula. But I kept talking about our relationship! He Really LIKES ME! Maybe even LOVES ME! I hear it in his voice! I made him PROMISE ME that he won’t see Kim Jung Un ANYMORE! Can’t wait to change my Facebook status!,0.0
1823,Can’t beleive Firefighters endorsed Joe Biden! After ALL I've taught them! I’m THE ONE who told them to rake the forrests to stop wildfires! ME! I'M DONE WITH FIREFIGHTERS! Next time I see smoke filling up my bathroom (whenever I shower) - I WON'T be calling the dam firefighters!,0.0
1824,Just met congresional leaders Nancy Pelosi and Chuck Schumer. Pelosi brought cookies! So I agreed to a $2 Trillion infrastructure plan! I DEMANDED Longer bridges! DEEPER Tunnels! TALLER telephone poles! They said yes! Now I need FOX News to approve our deal before it becomes law.,0.0
1825,"Just had lunch with Low-IQ VP Pence. I asked him for advice about who's hotter - My daughter Tiffany or Ivanka? He said ""both were fine young ladys."" DUM ANSWER! EVERYONE knows Ivanka is much hotter! Great BODY, Long LEGS and VERY Sexy! Tiffany - NOT! I would NEVER date Tiffany!",0.0
1826,On Air FORCE ONE flying to Indiannapolis! Don Jr says My private office on Air Force One smells like urine again. So we've been prying open the small airplain window with a knife. I was able to break open the first window. BUT now theres another pane! 10 more minutes & FRESH AIR!,0.0
1827,"I'm MAD! Outside my White House bedroom, some STUPID birds sing so loud they WAKE ME UP EVERY morning at 11:47 am! Then I can't fall back asleep! I Ordered Dave- MY Secret Service agent- to give ME his gun so I can shoot the dam birds! But Dave won’t give me his gun! I hate Dave.",0.0
1828,"THANKS TO ME, my US Navy is introducing guidelines for pilots to report UFO sightings! I was the one who ordered this! ME! I'm still VERY ANGRY at the Aliens who abducted ME and experiemented on me! The Secret Service said it never happened! BUT I KNOW IT DID! Anal probes hurt!",0.0
1829,"MY CIA agents JUST FOUND OUT Putin invited Kim Jung Un to Moscow! And Kim said ""yes""!! WHAT THE HELL?!! Kim's going to stay in Putins palace! Kim says there ""just friends."" BULLSHIT! Then why is Kim staying the night?! Why are they being so secretive! God I'm so pissed off!",0.0
1830,"Barr just released the Robert Mueller report!! OH MY GOD! This is Terrable! This is the end of my Presidancy! I'm Fucked!
#MuellerReport #TrumpColluded #MuellerThursday #ThursdayThoughts",0.0
1831,VERY ANGRY! Mueller report will be out tommorow! Even though I WAS PROMISED it'd NEVER be released! Can’t WAIT to find out WHO in my administration talked to Mueller. MANY will be fired! NOBODY in my White House can tell the truth and expect to get away with it! #WednesdayWisdom,0.0
1832,"Good News! I ordered MY generals to change MY password for my nucular launch codes! The old password was way too long! And my friends said it was very BORING! My NEW password is ""Password123"" - EASY to remember since its the same password as my Facebook account! #TuesdayThoughts",0.0
1833,"Fakenews is lyeing! My PERSONNAL relationship with Kim Jong Un of North Korea is Excellent, if not Outstanding! EVERY day I text him a VERY hot selfie of me! A pic of ME at my desk. On the golf course. In bed. In the bathroom. I know one day he WILL text me back! #SaturdayMorning",0.0
1834,Fake news says Im behaving eratically!! Showering with all my clothes on is NOT crazy! It’s not!!!  Everyone does it! And who leaked that I like to eat toothpaste -(the purple one with sparkles)? Was it MY Secret Service agent Dave? He’s always WATCHING ME! #WednesdayWisdom,0.0
1835,Just finished talking to advisor Stephen Miller about MY ideas for NEW cages to keep kids in. One idea is to use lots of tiny kid-size cages- 1 kid per cage. But MY other idea is to have REALLY BIG cages - that hold 1000s of kids! Detales soon! BTW - Obama NEVER had cages! Loser!,0.0
1836,VERY ANGRY! Totally imcompetent Attorney General William Barr CAN'T stop the leaks of the Mueller report! THAT'S HIS ONLY JOB! Loser Barr PROMISED ME he could keep MY crimes SECRET!!! #SundayThoughts #SundayMorning,0.0
1837,I'm on MY Airplane! Air Force One! Its BIG!! Much better then Obama's plane! My airplane has TWO wings! One on each side! But my plane is loud..And noise is BAD! I like my flight attnedant! She gave me a cookie. But only after I stopped screaming...It was chocolate! It was yummy!,0.0
1838,I KNOW I'm rite! Windmills CAUSE Cancer!! I'm SMART! MY uncle went to MIT! ANYTHING that makes wind causes cancer! Windmills! Ceiling Fans! Helicopters! Thats why I wear MY Aluminum HAT when I'm in MY Helicopter! You CAN'T get cancer when you wear aluminum!! #WindmillsCauseCancer,0.0
1839,I hate Mondays. And working... I HAD TO be president from Noon to 3 pm today!! VERY Boaring meetings! No TV! No Nap! No snacks! All I can think about is resigning.,0.0
1840,"Unlike Low-IQ democrats, I believe in words. I have the BEST words! I have a LOT of words! I have SO MANY words that I don’t even know them! Democrats are VERY jellous of my words! They don’t use words. Just ASK THEM! They’ll tell you! #SaturdayThoughts #SaturdayMorning",0.0
1841,I know MORE about wind & windmills then anybody! There are Some places where the wind blows! There are some places where the wind DOESN'T blow! (Like Georgia & Utah). Wind is maid out of air! Look closely at the wind & you can see it! Look up right now! Do you see it? THATS WIND!,0.0
1842,My leagal team says the Mueller Report is FULL of evidence about how I Obstructed Justice and covered-up my crimes! BUT THATS IMPOSSIBLE - I ordered MY Justice Department to destroy ALL the evidence MONTHS ago! HOW DID MUELLER FIND DESTROYED EVIDENCE?,0.0
1843,"Four days ago my LEFT shoe got untied! So MY Secret Service Agent Dave had to tie it for me. HE tied it so I couldn't Untie it! Tryed for hours! Dave is MEAN! So today, Natasha, My HOT intern from Russia, untied it just BY PULLING on one of the laces! I like Natasha! She's SMART!",0.0
1844,Educasion Secretary Betsy DeVos & I agread to cut $18 million for the Special Olympics program! Now EVERYONE is Mad! But why are MY voters mad at ME? Why are MY voters surprised that I did this?! They Shouldn't be surprised! I've been mocking people with disabilities for years...,0.0
1845,"Grate Day for America! Mueller Report says that ""Despite repeated attempts by Russian and Trump officials, Trump officials - including Donald Trump himself - were too incompetent to carry out the step-by-step instructions given by Moscow."" Therefour, NO COLLUSION!! #MondayMorning",0.0
1846,Low-IQ Robert Mueller is VERY MEAN! He made the Mueller Report REALY BIG! Over 50 PAGES! Bigger then Any book! Too many pages to read! But I DID look at the pages! MY Name - (Trump) - is in it!!! On EVERY PAGE! But their were OTHER words too. #SundayThoughts #SundayMorning,0.0
1847,"Playing GOLF! MY regular caddy is sick, so Dave-MY Secret Service Agent- has to caddy. He’s Terrable! He's SUPPOSED TO count how many holes-in-one I get! Dave says I didn’t get ANY holes-in-one! He says my balls went in the Lake & the Walmart parking lot! HE'S LYING! I hate Dave!",0.0
1848,Just got MY copy of the Mueller Report! I got it before ANYBODY because I'M the presidant! I'm looking at it right Now! UNBELIEVIBLE! Its absolutely rediculous!! Its just full of words! ON EVERY PAGE!! Their are No pictures! No photos! What the Hell am I supposed to do with it?!,0.0
1849,"I've been telling everyone that Senater John McCain NEVER thanked me for his funeral! Just think about that! No card! No e-mail! NO phone call! NO text! Nothing! EVERYBODY thinks of the EXACT same word when I tell this story......""ASSHOLE!"" #FridayThoughts",0.0
1850,I have NO RESPECT for John McCain! He volunteered for the military! VOLUNTEERED! Who does that? I DIDN'T! I'M TO SMART! They tried to FORCE ME to join the army! So I PAID a doctor to give ME a Fake disability! SMART! BTW I just went to Vietnam! So I'm A VET TOO! #ThursdayThoughts,0.0
1851,TERRIBLE NEWS! MY former White House communications director Hope Hicks (whose VERY Hot BTW) - is going to cooperrate with investagators! She knows more about ME than anyone! She BETTER NOT say Anything about the time I got my foot stuck in the toilet! SHE PROMISED NOT TO TELL!!!,0.0
1852,"Devin Nunes is sueing his OWN cow @DevinCow because his cow said some VERY mean things about Nunes! I DON'T TRUST COWS! Not since the incident when I was a teen.. VERY dishonest animals! Cows seem eager to please, but then you have to take antibiotics for MONTHS! #TuesdayThoughts",0.0
1853,I asked MY National Securety Experts if they were stuck on a desserted island which Sesame Street character would they bring. Grover? Elmo? Oscar? or Cookie Monster? They DIDNT ANSWER ME! They just stared at ME! Whats the point of hiring experts if they can't answer MY questions!,0.0
1854,I DID IT! I sined MY name!! All by myself! DONALD TRUMP! Thats MY NAME! I used a pen! A Really Really BIG Pen! I made MY name BIG! With Letters! Their were LOTs of people there! Did you see ME? Everybody clapped! They called it a V-TOE! Don't know why....,0.0
1855,"Spent another day with Carol - Melania's Body Double! (Hotter then Melania BTW!) I told Carol we could KISS in front of the cameras...but she yelled ""HELL NO!"" - ran behind Dave (MY Secret Service agent) & threatened to quit! Why does Carol have to be so much like Melania?!! Sad!",0.0
1856,Collage cheeting scandel is FAKE NEWS! RICH people like me & Jared Kushner didn’t get into the best universitys because we BRIBED our way in! We got in because we payed the secret 5 million dollar special FEE to get in! We NEVER called it a bribe!!#CollegeCheatingScandal,0.0
1857,"As I sit hear looking around MY bathroom, I realize Toilet Paper has become far to complex to use. One ply or two-ply? Standard or jumbo? Perfumed or unscented! I don’t know about you, but I DON’T WANT to make tough decisions! Thats why I DON’T allow Toilet Paper in my bathrooms!",0.0
1858,Incredible! Dum Democrats decided to hold there 2020 Democratic National Convention in Milwaukee! MILWAUKEE! Terrible choice! Why would Democrats choose a city in Canada? Canadiens are nice BUT they don't speek English! Just ask them!,0.0
1859,"I LOST AN HOUR! Its GONE! I ORDERED my Mar-a-Lago staff to look for it. At first, they said ""No we can't""! Idiots! That made me MAD! I told them NO Paychecks until they find it! Now everyone is running around hear like crazy! Thats LEADERSHIP! #SundayMorning #DaylightSavingsTime",0.0
1861,"I'm in Mar-a-Lago, Florda! I'm spending the day with Melania's SECRET Body Double - Carol. Carol is Identical to Melania in EVERY way except Carol LIKES ME!! Busy Day! First - Golf! Then - Massage Parlor! Happy Ending! Can't wait!! #SaturdayThoughts  #SaturdayMorning #FakeMelania",0.0
1862,Today I spent an hour signing Alabama bibles. BIBLES! Had to sign them VERY quikly since the lightning strikes were getting closer. SCARY! I wonder why Jesus NEVER BOTHERED to sign Alabama bibles. Lazy??,0.0
1863,UNBELIEVIBLE! Paul Manafort was sentenced to 47 months! Thats 7 years! He’s 69 years old! That means HE WON’T GET OUT OF PRISON until he’s 97 years old! Manafort is so stupid! He committed crimes- and got CAUGHT! Smart people - like ME - your favorite president- don't get caught!,0.0
1864,I’m ANGRY!! Doctors are WRONG! I'm NOT hallucenating! Every night the actor Morgan Freeman floats into MY Bedroom & Pees on MY mattress! I have PROOF! My bed is WET Every morning! AND ITS NOT JUST ME! Don Jr says @SarahKSilverman does the SAME THING to his bed! #WednesdayThoughts,0.0
1865,"Just got back results from my poll of MY Loyal White House staffers! 93 of 1053 APROOVE of me! They said I'm DOING a GREAT job, think I'm handsome AND said I have HUGE hands! 93 of 1053! I did the math! That's comes out to 93%! Wonder what my haters think of that!",0.0
1866,"MY National Security Advisors are so Stupid! At my National Security Breefing I asked MY so-called ""experts"" if they thought the Disney Character ""Goofy"" was a dog. They said ""Yes"" & than they TRYED to change the subject to Syria! I told them they were IDIOTES! Then I Walked Out!",0.0
1867,"It's NOT MY FALT I keep getting lost in the White House residence! EVERYTIME I leave the residence, SOMEONE comes in and rearranges where ALL my doors, elevators & closets are! I've complaned ten times- but NO ONE will investigate! #SundayThoughts #SundayMorning #SundayMotivation",0.0
1868,I gave a GRATE speech at CPAC! My topic was CROWD SIZE! I have the biggist CROWDS! Millions of Crowds! Crazy Bernie Sanders and democrats NEVER talk about Crowd Size! NEVER! They only talk about policys and issues! Whats wrong with them?! Sad. #SaturdayMorning #BernieInBrooklyn,0.0
1869,Im BACK! From Vietnom! I got to FLY! On a Airplane! I was VERY Brave! I got a window seat! I got CAKE! But ONLY 1 piece! Until I Yelled! I MADE My Secret Service Agents Bob & Dave get Me MORE cake! BUT then Dave SPILLED MY choclate milk! I think he did it on purpose! I HATE Dave!,0.0
